https://biocreative.sourceforge.net/index.html net,sourceforge,biocreative)/index.html 200911 oa_pdf/a2/0b/bap019.PMC2797454.pdf pmc SourceForge
https://sourceforge.net/projects/chiprnaseqpro net,sourceforge)/projects/chiprnaseqpro 201603 oa_pdf/2f/84/onc2015221a.PMC4679725.pdf pmc SourceForge
https://ambit.sourceforge.net/index.html net,sourceforge,ambit)/index.html 201603 oa_pdf/2c/b5/WCMS-6-147.PMC4785608.pdf pmc SourceForge
https://ambit.sourceforge.net/download_ambitdiscovery.html net,sourceforge,ambit)/download_ambitdiscovery.html 201603 oa_pdf/2c/b5/WCMS-6-147.PMC4785608.pdf pmc SourceForge
https://breakdancer.sourceforge.net net,sourceforge,breakdancer)/ 201603 oa_pdf/89/5c/mt2015223a.PMC4786920.pdf pmc SourceForge
https://svdetect.sourceforge.net net,sourceforge,svdetect)/ 201603 oa_pdf/89/5c/mt2015223a.PMC4786920.pdf pmc SourceForge
https://samtools.sourceforge.net net,sourceforge,samtools)/ 201603 oa_pdf/89/5c/mt2015223a.PMC4786920.pdf pmc SourceForge
https://picard.sourceforge.net net,sourceforge,picard)/ 201603 oa_pdf/a5/4b/MEC-25-1058.PMC4793928.pdf pmc SourceForge
https://sourceforge.net net,sourceforge)/ 201603 oa_pdf/c6/5d/ott-9-1371.PMC4795660.pdf pmc SourceForge
https://qutemol.sourceforge.net net,sourceforge,qutemol)/ 201603 oa_pdf/29/fc/TOBIOCJ-10-1.PMC4797681.pdf pmc SourceForge
https://mira-assembler.sourceforge.net/docs/DefinitiveGuideToMIRA.html net,sourceforge,mira-assembler)/docs/definitiveguidetomira.html 201603 oa_pdf/a1/32/evw016.PMC4824170.pdf pmc SourceForge
https://peptideprophet.sourceforge.net net,sourceforge,peptideprophet)/ 201603 oa_pdf/08/cc/gni-14-2.PMC4838525.pdf pmc SourceForge
https://sourceforge.net/projects/resting-fmri net,sourceforge)/projects/resting-fmri 201603 oa_pdf/18/c2/medi-95-e3101.PMC4839933.pdf pmc SourceForge
https://codonw.sourceforge.net net,sourceforge,codonw)/ 201603 oa_pdf/78/19/evw068.PMC5630913.pdf pmc SourceForge
https://sourceforge.net/projects/seqclean net,sourceforge)/projects/seqclean 201603 oa_pdf/b9/ed/main.PMC5941007.pdf pmc SourceForge
https://www.sourceforge.net net,sourceforge)/ 201204 oa_pdf/3e/6a/bts065.PMC3315713.pdf pmc SourceForge
https://jaer.wiki.sourceforge.net net,sourceforge,wiki,jaer)/ 201204 oa_pdf/ac/03/fnins-06-00032.PMC3324817.pdf pmc SourceForge
https://genoviz.sourceforge.net net,sourceforge,genoviz)/ 201204 oa_pdf/26/bc/gkr1137.PMC3326301.pdf pmc SourceForge
https://vcftools.sourceforge.net/specs.html net,sourceforge,vcftools)/specs.html 201204 oa_pdf/5d/96/gkr1257.PMC3326332.pdf pmc SourceForge
https://sourceforge.net/apps/mediawiki/gemlibrary/index.php?title=The_GEM_library#Docmentation net,sourceforge)/apps/mediawiki/gemlibrary/index.php?title=the_gem_library 201204 oa_pdf/d5/a8/gkr1292.PMC3326335.pdf pmc SourceForge
https://sourceforge.net/projects/mcmc-jags net,sourceforge)/projects/mcmc-jags 201204 oa_pdf/4a/f8/gkr1291.PMC3333886.pdf pmc SourceForge
https://picard.sourceforge.net net,sourceforge,picard)/ 201204 oa_pdf/c6/05/fgene-03-00066.PMC3334522.pdf pmc SourceForge
https://psn.sourceforge.net net,sourceforge,psn)/ 201204 oa_pdf/8b/e6/kjpp-16-97.PMC3339294.pdf pmc SourceForge
https://qmsat.sourceforge.net net,sourceforge,qmsat)/ 201204 oa_pdf/c8/8d/gks024.PMC3340416.pdf pmc SourceForge
https://www.snpeff.sourceforge.net net,sourceforge,snpeff)/ 201204 oa_pdf/29/cd/main.PMC5054198.pdf pmc SourceForge
https://www.sourceforge.net/apps/mediawiki/amos/index.php?title=AMOS net,sourceforge)/apps/mediawiki/amos/index.php?title=amos 201204 oa_pdf/69/01/main.PMC5054208.pdf pmc SourceForge
https://www.mummer.sourceforge.net net,sourceforge,mummer)/ 201204 oa_pdf/69/01/main.PMC5054208.pdf pmc SourceForge
https://www.amos.sourceforge.net/docs/pipeline/abba.html net,sourceforge,amos)/docs/pipeline/abba.html 201204 oa_pdf/69/01/main.PMC5054208.pdf pmc SourceForge
https://msquant.sourceforge.net net,sourceforge,msquant)/ 200803 oa_pdf/4a/0f/jcb1800915.PMC2265402.pdf pmc SourceForge
https://marsbar.sourceforge.net net,sourceforge,marsbar)/ 200803 oa_pdf/b0/25/nsm033.PMC2569821.pdf pmc SourceForge
https://picard.sourceforge.net net,sourceforge,picard)/ 201711 oa_pdf/37/1f/cmar-9-581.PMC5685135.pdf pmc SourceForge
https://mcmc-jags.sourceforge.net net,sourceforge,mcmc-jags)/ 201711 oa_pdf/a9/42/esmoopen-2017-000275.PMC5687555.pdf pmc SourceForge
https://staden.sourceforge.net net,sourceforge,staden)/ 201711 oa_pdf/95/ed/JVIM-31-1833.PMC5697189.pdf pmc SourceForge
https://sourceforge.net net,sourceforge)/ 201711 oa_pdf/73/ff/mco-07-05-0771.PMC5700266.pdf pmc SourceForge
https://maxima.sourceforge.net net,sourceforge,maxima)/ 201711 oa_pdf/ae/eb/PSP4-6-765.PMC5702903.pdf pmc SourceForge
https://xpose.sourceforge.net net,sourceforge,xpose)/ 201711 oa_pdf/6a/48/PSP4-6-787.PMC5702905.pdf pmc SourceForge
https://psn.sourceforge.net net,sourceforge,psn)/ 201711 oa_pdf/6a/48/PSP4-6-787.PMC5702905.pdf pmc SourceForge
https://yeast.sourceforge.net net,sourceforge,yeast)/ 201711 oa_pdf/d3/ac/gkx937.PMC5714238.pdf pmc SourceForge
https://sourceforge.net/projects/crispr-offinder-v1-2 net,sourceforge)/projects/crispr-offinder-v1-2 201711 oa_pdf/39/a8/ijbsv13p1470.PMC5723913.pdf pmc SourceForge
https://picard.sourceforge.net net,sourceforge,picard)/ 201711 oa_pdf/06/90/gkx800.PMC5737385.pdf pmc SourceForge
https://genometricorr.sourceforge.net net,sourceforge,genometricorr)/ 201711 oa_pdf/90/ae/evx240.PMC5767953.pdf pmc SourceForge
https://proteowizard.sourceforge.net net,sourceforge,proteowizard)/ 201711 oa_pdf/bb/78/mmr-16-05-7405.PMC5865872.pdf pmc SourceForge
https://sourceforge.net/projects/reditools net,sourceforge)/projects/reditools 201711 oa_pdf/c1/11/btx473.PMC5870768.pdf pmc SourceForge
https://sourceforge.net/projects/nailsystemsbiology net,sourceforge)/projects/nailsystemsbiology 201711 oa_pdf/ef/15/bbx151.PMC6585387.pdf pmc SourceForge
https://sourceforge.net/p/bayesevidence/home/Home net,sourceforge)/p/bayesevidence/home/home 201711 oa_pdf/ef/15/bbx151.PMC6585387.pdf pmc SourceForge
https://sourceforge.net/projects/bbmap net,sourceforge)/projects/bbmap 201711 oa_pdf/3d/41/ETLS-1-125.PMC7289031.pdf pmc SourceForge
https://trinityrnaseq.sourceforge.net net,sourceforge,trinityrnaseq)/ 202202 oa_pdf/41/5c/ieab108.PMC8824446.pdf pmc SourceForge
https://pymol.sourceforge.net net,sourceforge,pymol)/ 202202 oa_pdf/a8/e0/ad-34-66.PMC8831306.pdf pmc SourceForge
https://subread.sourceforge.net net,sourceforge,subread)/ 202202 oa_pdf/6e/1c/main.PMC8844301.pdf pmc SourceForge
https://sourceforge.net/projects/psmspss/files/psmatching3.04 net,sourceforge)/projects/psmspss/files/psmatching3.04 202202 oa_pdf/1a/e4/10.1177_10732748211051533.PMC8848074.pdf pmc SourceForge
https://sourceforge.net/projects/rdp-classifier net,sourceforge)/projects/rdp-classifier 202202 oa_pdf/0b/75/main.PMC8850664.pdf pmc SourceForge
https://samtools.sourceforge.net net,sourceforge,samtools)/ 202202 oa_pdf/94/76/main.PMC8850804.pdf pmc SourceForge
https://bowtie-bio.sourceforge.net/bowtie2/index.shtml net,sourceforge,bowtie-bio)/bowtie2/index.shtml 202202 oa_pdf/94/76/main.PMC8850804.pdf pmc SourceForge
https://sourceforge.net/projects/quasr net,sourceforge)/projects/quasr 202202 oa_pdf/cf/50/main.PMC8856886.pdf pmc SourceForge
https://bowtie-bio.sourceforge.net/bowtie2/index.shtml net,sourceforge,bowtie-bio)/bowtie2/index.shtml 202202 oa_pdf/ae/aa/main.PMC8857607.pdf pmc SourceForge
https://subread.sourceforge.net net,sourceforge,subread)/ 202202 oa_pdf/ad/75/ijo-60-03-05319.PMC8857930.pdf pmc SourceForge
https://adtex.sourceforge.net net,sourceforge,adtex)/ 202202 oa_pdf/3c/32/10.1177_11795549221075326.PMC8859670.pdf pmc SourceForge
https://picard.sourceforge.net net,sourceforge,picard)/ 202202 oa_pdf/99/7c/jkms-37-e59.PMC8860767.pdf pmc SourceForge
https://sourceforge.net/projects/bbmap net,sourceforge)/projects/bbmap 202202 oa_pdf/57/b4/pnas.202108661.PMC8872758.pdf pmc SourceForge
https://bio-bwa.sourceforge.net net,sourceforge,bio-bwa)/ 202202 oa_pdf/e0/f2/main.PMC8873606.pdf pmc SourceForge
https://varscan.sourceforge.net net,sourceforge,varscan)/ 202202 oa_pdf/ef/59/main.PMC8873609.pdf pmc SourceForge
https://samtools.sourceforge.net net,sourceforge,samtools)/ 202202 oa_pdf/ef/59/main.PMC8873609.pdf pmc SourceForge
https://sourceforge.net/projects/bio-bwa/files net,sourceforge)/projects/bio-bwa/files 202202 oa_pdf/47/1a/main.PMC8873613.pdf pmc SourceForge
https://bowtie-bio.sourceforge.net/bowtie2/index.shtml net,sourceforge,bowtie-bio)/bowtie2/index.shtml 202202 oa_pdf/47/1a/main.PMC8873613.pdf pmc SourceForge
https://vcftools.sourceforge.net net,sourceforge,vcftools)/ 202202 oa_pdf/47/1a/main.PMC8873613.pdf pmc SourceForge
https://bowtie-bio.sourceforge.net/index.shtml net,sourceforge,bowtie-bio)/index.shtml 202202 oa_pdf/02/10/main.PMC8881725.pdf pmc SourceForge
https://subread.sourceforge.net net,sourceforge,subread)/ 202202 oa_pdf/44/3e/main.PMC8886052.pdf pmc SourceForge
https://bowtie-bio.sourceforge.net/index.shtml net,sourceforge,bowtie-bio)/index.shtml 202202 oa_pdf/0e/76/main.PMC8894266.pdf pmc SourceForge
https://mzmatch.sourceforge.net/ideom.php net,sourceforge,mzmatch)/ideom.php 202202 oa_pdf/25/85/main.PMC8897686.pdf pmc SourceForge
https://sourceforge.net/projects/soapdenovo2 net,sourceforge)/projects/soapdenovo2 202202 oa_pdf/fd/ab/main.PMC8902474.pdf pmc SourceForge
https://bio-bwa.sourceforge.net net,sourceforge,bio-bwa)/ 202202 oa_pdf/c7/87/nihms-1781195.PMC8904926.pdf pmc SourceForge
https://sourceforge.net/p/mageck/wiki/Home net,sourceforge)/p/mageck/wiki/home 202202 oa_pdf/c7/87/nihms-1781195.PMC8904926.pdf pmc SourceForge
https://bowtie-bio.sourceforge.net/bowtie2/index.shtml net,sourceforge,bowtie-bio)/bowtie2/index.shtml 202202 oa_pdf/c7/87/nihms-1781195.PMC8904926.pdf pmc SourceForge
https://pymol.sourceforge.net.The the,net,sourceforge,pymol)/ 202202 oa_pdf/38/b0/ao1c06781.PMC8908518.pdf pmc SourceForge
https://bowtie-bio.sourceforge.net/bowtie2/index.shtml net,sourceforge,bowtie-bio)/bowtie2/index.shtml 202202 oa_pdf/b0/e5/nihms-1776716.PMC8917510.pdf pmc SourceForge
https://sourceforge.net/projects/bbmap net,sourceforge)/projects/bbmap 202202 oa_pdf/b5/85/veac011.PMC8933693.pdf pmc SourceForge
https://bowtie-bio.sourceforge.net/bowtie2/index.shtml net,sourceforge,bowtie-bio)/bowtie2/index.shtml 202202 oa_pdf/0d/7f/nihms-1781186.PMC8937029.pdf pmc SourceForge
https://bowtiebio.sourceforge.net net,sourceforge,bowtiebio)/ 202202 oa_pdf/0d/7f/nihms-1781186.PMC8937029.pdf pmc SourceForge
https://sourceforge.net/projects/sashimi/files/ReAdW%20%28Xcalibur%20converter%29 net,sourceforge)/projects/sashimi/files/readw%20(xcalibur%20converter) 202202 oa_pdf/82/6e/main.PMC8972003.pdf pmc SourceForge
https://sourceforge.net/projects/glimmer net,sourceforge)/projects/glimmer 202202 oa_pdf/97/b8/nihms-1781189.PMC8983117.pdf pmc SourceForge
https://bowtiebio.sourceforge.net/bowtie2 net,sourceforge,bowtiebio)/bowtie2 202202 oa_pdf/e0/30/nihms-1775869.PMC8985430.pdf pmc SourceForge
https://samtools.sourceforge.net net,sourceforge,samtools)/ 202202 oa_pdf/8a/2f/nihms-1780714.PMC8994511.pdf pmc SourceForge
https://codonw.sourceforge.net net,sourceforge,codonw)/ 201212 oa_pdf/41/14/evr129.PMC3269970.pdf pmc SourceForge
https://www.picard.sourceforge.net net,sourceforge,picard)/ 201212 oa_pdf/3a/8d/evr132.PMC3273163.pdf pmc SourceForge
https://gemlibrary.sourceforge.net net,sourceforge,gemlibrary)/ 201212 oa_pdf/cd/1a/2399.PMC3514669.pdf pmc SourceForge
https://sourceforge.net/projects/mcmc-jags/files net,sourceforge)/projects/mcmc-jags/files 201212 oa_pdf/d5/7e/2445.PMC3514674.pdf pmc SourceForge
https://sourceforge.net/projects/uecgatk net,sourceforge)/projects/uecgatk 201212 oa_pdf/15/d5/2497.PMC3514679.pdf pmc SourceForge
https://dagchainer.sourceforge.net net,sourceforge,dagchainer)/ 201212 oa_pdf/4d/7e/dss026.PMC3514857.pdf pmc SourceForge
https://animl.sourceforge.net net,sourceforge,animl)/ 201212 oa_pdf/39/1c/zjw1612.PMC3518119.pdf pmc SourceForge
https://sourceforge.net/projects/motifcounter net,sourceforge)/projects/motifcounter 201212 oa_pdf/be/17/JCB_201207189.PMC3518223.pdf pmc SourceForge
https://nipy.sourceforge.net net,sourceforge,nipy)/ 201212 oa_pdf/c8/52/aws296.PMC3525058.pdf pmc SourceForge
https://panoct.sourceforge.net net,sourceforge,panoct)/ 201212 oa_pdf/20/ec/gks757.PMC3526259.pdf pmc SourceForge
https://scalce.sourceforge.net net,sourceforge,scalce)/ 201212 oa_pdf/86/e7/gks754.PMC3526293.pdf pmc SourceForge
https://pymol.sourceforge.net net,sourceforge,pymol)/ 201212 oa_pdf/1d/f3/gks784.PMC3526307.pdf pmc SourceForge
https://sourceforge.net/projects/lofreq net,sourceforge)/projects/lofreq 201212 oa_pdf/b0/b4/gks918.PMC3526318.pdf pmc SourceForge
https://speciateIT.sourceforge.net net,sourceforge,speciateit)/ 201212 oa_pdf/52/58/mBio.00370-12.PMC3529542.pdf pmc SourceForge
https://sourceforge.net net,sourceforge)/ 201212 oa_pdf/9c/bf/ijbsv09p0001.PMC3535529.pdf pmc SourceForge
https://sourceforge.net/projects/bric1936 net,sourceforge)/projects/bric1936 201212 oa_pdf/f9/52/ced-0034-0336.PMC3566554.pdf pmc SourceForge
https://codonw.sourceforge.net net,sourceforge,codonw)/ 201212 oa_pdf/0c/ce/per-29-1.PMC3589786.pdf pmc SourceForge
https://sourceforge.net/projects/niftyreg net,sourceforge)/projects/niftyreg 201212 oa_pdf/ed/e4/main.PMC3777685.pdf pmc SourceForge
https://bio-bwa.sourceforge.net net,sourceforge,bio-bwa)/ 201707 oa_pdf/5f/a2/JCB_201611135.PMC5496618.pdf pmc SourceForge
https://rdock.sourceforge.net/docking-in-3-steps net,sourceforge,rdock)/docking-in-3-steps 201707 oa_pdf/b8/ac/gkx255.PMC5499587.pdf pmc SourceForge
https://rackj.sourceforge.net/Scripts/index.html#ShuffleFastq net,sourceforge,rackj)/scripts/index.html 201707 oa_pdf/d1/f0/1602878.PMC5507634.pdf pmc SourceForge
https://microbiomeutil.sourceforge.net net,sourceforge,microbiomeutil)/ 201707 oa_pdf/39/fc/1700492.PMC5507635.pdf pmc SourceForge
https://picard.sourceforge.net net,sourceforge,picard)/ 201707 oa_pdf/e7/84/1700398.PMC5517105.pdf pmc SourceForge
https://simplem.sourceforge.net net,sourceforge,simplem)/ 201707 oa_pdf/e7/84/1700398.PMC5517105.pdf pmc SourceForge
https://sourceforge.net/projects/rportable net,sourceforge)/projects/rportable 201707 oa_pdf/5f/ef/HUMU-38-889.PMC5518446.pdf pmc SourceForge
https://sourceforge.net/projects/bio-bwa/files net,sourceforge)/projects/bio-bwa/files 201707 oa_pdf/f0/eb/mv-v23-457.PMC5524268.pdf pmc SourceForge
https://digitizer.sourceforge.net net,sourceforge,digitizer)/ 201707 oa_pdf/87/98/WJG-23-5018.PMC5526771.pdf pmc SourceForge
https://resting-fmri.sourceforge.net net,sourceforge,resting-fmri)/ 201707 oa_pdf/fb/3c/ndt-13-1937.PMC5530067.pdf pmc SourceForge
https://resting-fmri.sourceforge.net net,sourceforge,resting-fmri)/ 201707 oa_pdf/4f/b6/ndt-13-1957.PMC5530096.pdf pmc SourceForge
https://mira-assembler.sourceforge.net/docs/DefinitiveGuideToMIRA.html net,sourceforge,mira-assembler)/docs/definitiveguidetomira.html 201707 oa_pdf/c9/5a/evx123.PMC5534331.pdf pmc SourceForge
https://sourceforge.net/projects/bbmap net,sourceforge)/projects/bbmap 201707 oa_pdf/ea/7b/main.PMC5542378.pdf pmc SourceForge
https://sourceforge.net/projects/bbmap net,sourceforge)/projects/bbmap 201707 oa_pdf/64/11/main.PMC5542380.pdf pmc SourceForge
https://bio-bwa.sourceforge.net/bwa.shtml net,sourceforge,bio-bwa)/bwa.shtml 201707 oa_pdf/bd/6e/evx115.PMC5554438.pdf pmc SourceForge
https://sourceforge.net/projects/ihcprofiler net,sourceforge)/projects/ihcprofiler 201707 oa_pdf/17/92/jcav08p2033.PMC5559965.pdf pmc SourceForge
https://codonw.sourceforge.net net,sourceforge,codonw)/ 201707 oa_pdf/fa/31/evx124.PMC5570028.pdf pmc SourceForge
https://sourceforge.net/projects/bbmap net,sourceforge)/projects/bbmap 201707 oa_pdf/61/b7/gkx364.PMC5570105.pdf pmc SourceForge
https://sourceforge.net/projects/jsmol net,sourceforge)/projects/jsmol 201707 oa_pdf/c5/24/gkx383.PMC5570197.pdf pmc SourceForge
https://sourceforge.net/projects/jmol net,sourceforge)/projects/jmol 201707 oa_pdf/c5/24/gkx383.PMC5570197.pdf pmc SourceForge
https://sourceforge.net/projects/bbmap net,sourceforge)/projects/bbmap 201707 oa_pdf/8f/b1/main.PMC5790571.pdf pmc SourceForge
https://sourceforge.net/projects/ibrain-cn/files net,sourceforge)/projects/ibrain-cn/files 201707 oa_pdf/9d/fd/btx245.PMC5870577.pdf pmc SourceForge
https://chebi.cvs.sourceforge.net/viewvc/chebi/chapati net,sourceforge,cvs,chebi)/viewvc/chebi/chapati 201707 oa_pdf/fc/a8/btx228.PMC5870729.pdf pmc SourceForge
https://myexperience.sourceforge.net/index.html net,sourceforge,myexperience)/index.html 201707 oa_pdf/af/6a/main.PMC6096290.pdf pmc SourceForge
https://matplotlib.sourceforge.net net,sourceforge,matplotlib)/ 200907 oa_pdf/ca/97/gkp370.PMC2703881.pdf pmc SourceForge
https://jmol.sourceforge.net net,sourceforge,jmol)/ 200907 oa_pdf/06/be/gkp336.PMC2703894.pdf pmc SourceForge
https://jmol.sourceforge.net net,sourceforge,jmol)/ 200907 oa_pdf/45/b3/gkp410.PMC2703904.pdf pmc SourceForge
https://sybil.sourceforge.net net,sourceforge,sybil)/ 200907 oa_pdf/7f/87/gkp286.PMC2703920.pdf pmc SourceForge
https://jung.sourceforge.net net,sourceforge,jung)/ 200907 oa_pdf/10/20/gkp331.PMC2703949.pdf pmc SourceForge
https://taverna.sourceforge.net net,sourceforge,taverna)/ 200907 oa_pdf/77/9e/gkp300.PMC2703950.pdf pmc SourceForge
https://pymol.sourceforge.net net,sourceforge,pymol)/ 200907 oa_pdf/10/ae/gkp316.PMC2703969.pdf pmc SourceForge
https://soaplab.sourceforge.net net,sourceforge,soaplab)/ 200907 oa_pdf/b7/35/gkp302.PMC2703973.pdf pmc SourceForge
https://sourceforge.net/pro-jects/omicbrowse net,sourceforge)/pro-jects/omicbrowse 200907 oa_pdf/c5/e0/gkp404.PMC2703975.pdf pmc SourceForge
https://samtools.sourceforge.net net,sourceforge,samtools)/ 200907 oa_pdf/2f/c6/btp324.PMC2705234.pdf pmc SourceForge
https://maq.sourceforge.net net,sourceforge,maq)/ 200907 oa_pdf/2f/c6/btp324.PMC2705234.pdf pmc SourceForge
https://pythia.sourceforge.net net,sourceforge,pythia)/ 200907 oa_pdf/3d/05/gkp443.PMC2715258.pdf pmc SourceForge
https://jgap.sourceforge.net net,sourceforge,jgap)/ 200907 oa_pdf/9d/ed/btp283.PMC2732318.pdf pmc SourceForge
https://sourceforge.net/projects/repclass net,sourceforge)/projects/repclass 200907 oa_pdf/e2/39/evp023.PMC2817418.pdf pmc SourceForge
https://jtreeview.sourceforge.net net,sourceforge,jtreeview)/ 200511 oa_pdf/94/de/main.PMC5172547.pdf pmc SourceForge
https://openbabel.sourceforge.net net,sourceforge,openbabel)/ 200706 oa_pdf/4a/f8/msb4100156.PMC1911198.pdf pmc SourceForge
https://pymol.sourceforge.net net,sourceforge,pymol)/ 200706 oa_pdf/4d/09/jcb1770927.PMC2064291.pdf pmc SourceForge
https://bio-bwa.sourceforge.net net,sourceforge,bio-bwa)/ 201402 oa_pdf/5b/d7/291.PMC3912419.pdf pmc SourceForge
https://samtools.sourceforge.net net,sourceforge,samtools)/ 201402 oa_pdf/5b/d7/291.PMC3912419.pdf pmc SourceForge
https://sourceforge.net/projects/variantmaster net,sourceforge)/projects/variantmaster 201402 oa_pdf/ad/de/349.PMC3912425.pdf pmc SourceForge
https://sourceforge.net/projects/pennseq net,sourceforge)/projects/pennseq 201402 oa_pdf/c9/53/gkt1304.PMC3919567.pdf pmc SourceForge
https://prinseq.sourceforge.net net,sourceforge,prinseq)/ 201402 oa_pdf/50/7a/gkt973.PMC3919587.pdf pmc SourceForge
https://picard.sourceforge.net net,sourceforge,picard)/ 201402 oa_pdf/31/b9/245.PMC3923967.pdf pmc SourceForge
https://www.sourceforge.net/projects/probeselect net,sourceforge)/projects/probeselect 201402 oa_pdf/1d/dd/btt720.PMC3928527.pdf pmc SourceForge
https://samtools.sourceforge.net net,sourceforge,samtools)/ 201402 oa_pdf/49/9b/gkt1152.PMC3936708.pdf pmc SourceForge
https://bowtie-bio.sourceforge.net/index.shtml net,sourceforge,bowtie-bio)/index.shtml 201402 oa_pdf/49/9b/gkt1152.PMC3936708.pdf pmc SourceForge
https://vcfannotator.sourceforge.net net,sourceforge,vcfannotator)/ 201402 oa_pdf/81/04/mBio.01087-13.PMC3950508.pdf pmc SourceForge
https://samtools.sourceforge.net net,sourceforge,samtools)/ 201402 oa_pdf/63/68/mBio.00926-13.PMC3950516.pdf pmc SourceForge
https://marsbar.sourceforge.net/) net,sourceforge,marsbar)/) 201402 oa_pdf/8d/71/main.PMC4053644.pdf pmc SourceForge
https://snpeff.sourceforge.net net,sourceforge,snpeff)/ 201402 oa_pdf/e4/ac/srep04026.PMC4168524.pdf pmc SourceForge
https://sourceforge.net/projects/bactome/files/OLIVER/OLIVER_1.zip net,sourceforge)/projects/bactome/files/oliver/oliver_1.zip 201402 oa_pdf/c2/13/719-727.PMC4324282.pdf pmc SourceForge
https://sourceforge.net/projects/sashimi/files/mzWiff%2520(Analyst%2520converter net,sourceforge)/projects/sashimi/files/mzwiff%20(analyst%20converter 201402 oa_pdf/6f/d9/MOL2-8-068.PMC5528505.pdf pmc SourceForge
https://primer3.sourceforge.net net,sourceforge,primer3)/ 202107 oa_pdf/9c/37/etm-22-01-10100.PMC8112113.pdf pmc SourceForge
https://bio‑bwa.sourceforge.net net,sourceforge,xn--biobwa-dg0c)/ 202107 oa_pdf/39/f0/mmr-24-01-12133.PMC8127052.pdf pmc SourceForge
https://picard.sourceforge.net net,sourceforge,picard)/ 202107 oa_pdf/05/1b/etm-22-01-10185.PMC8135134.pdf pmc SourceForge
https://comet‑ms.sourceforge.net net,sourceforge,xn--cometms-906c)/ 202107 oa_pdf/35/b4/etm-22-01-10177.PMC8141962.pdf pmc SourceForge
https://varscan.sourceforge.net net,sourceforge,varscan)/ 202107 oa_pdf/d5/c5/ol-22-01-12820.PMC8161460.pdf pmc SourceForge
